"strain_id","strain_code","tip_label","tiplab","species","origin","environment","species.sp","slope_logchroma_per_mM","intercept_logchroma","r2","l10med_fixed","partial_slope_sd_cu","pace_loglog"
96,"TFCN_152A-4","Rhodotorula_toruloides_TFCN_152A-4.proteins","Rhodotorula_toruloides_TFCN_152A-4","Rhodotorula toruloides","China","marsh_tidalflat","Rhodotorula toruloides",-0.0435418371120584,2.27369703647791,0.306318545946965,4.41283745523907,0.0020896796035312,0.053784826058347
97,"TFCN_17-332P-1","Rhodotorula_mucilaginosa_TFCN_17-332P-1.proteins","Rhodotorula_mucilaginosa_TFCN_17-332P-1","Rhodotorula mucilaginosa","China","marsh_tidalflat","Rhodotorula mucilaginosa",-0.0213290562848372,2.51980152883179,0.586054617623389,4.50299355357919,0.0021617964297783,0.353009597744901
98,"TFCN_4M-1-4","Rhodotorula_mucilaginosa_TFCN_4M-1-4.proteins","Rhodotorula_mucilaginosa_TFCN_4M-1-4","Rhodotorula mucilaginosa","China","marsh_tidalflat","Rhodotorula mucilaginosa",-0.0232852319531662,2.65074920417004,0.457628742418691,4.56455452019068,0.00457482050372707,0.40639699971083
99,"TFCN_102C-1","Rhodotorula_mucilaginosa_TFCN_102C-1.proteins","Rhodotorula_mucilaginosa_TFCN_102C-1","Rhodotorula mucilaginosa","China","marsh_tidalflat","Rhodotorula mucilaginosa",-0.0105675636287636,2.58541043153339,0.472102583285905,4.55269210202542,-0.00399922245395577,0.311772294554564
100,"TFCN_404D-1","Rhodotorula_mucilaginosa_TFCN_404D-1.proteins","Rhodotorula_mucilaginosa_TFCN_404D-1","Rhodotorula mucilaginosa","China","marsh_tidalflat","Rhodotorula mucilaginosa",-0.015507562711875,2.56533003718509,0.558909125645646,4.5399174705726,-0.00332092231644234,0.340951280548367
101,"TFCN_86C-10","Rhodotorula_sphaerocarpa_TFCN_86C-10.proteins","Rhodotorula_sphaerocarpa_TFCN_86C-10","Rhodotorula sphaerocarpa","China","marsh_tidalflat","Rhodotorula sphaerocarpa",-0.017273718298923,2.17006476145179,0.103448055025665,2.59916274095099,-0.0345482774406174,0.425896064146864
102,"TFCN_342-2","Rhodotorula_paludigena_TFCN_342-2.proteins","Rhodotorula_paludigena_TFCN_342-2","Rhodotorula paludigena","China","marsh_tidalflat","Rhodotorula paludigena",-0.00924114794575142,2.26906265619457,0.297799440990797,3.43063999932864,-0.0250044504363157,0.054163819569854
103,"TFCN_48A-10","Rhodotorula_paludigena_TFCN_48A-10.proteins","Rhodotorula_paludigena_TFCN_48A-10","Rhodotorula paludigena","China","marsh_tidalflat","Rhodotorula paludigena",-0.018101903899789,2.67544870381985,0.657207031886658,NA,NA,0.421680671465029
104,"TFCN_213-6-2","Rhodotorula_mucilaginosa_TFCN_213-6-2.proteins","Rhodotorula_mucilaginosa_TFCN_213-6-2","Rhodotorula mucilaginosa","China","marsh_tidalflat","Rhodotorula mucilaginosa",-0.0245357848277081,2.67206894906733,0.572601004867633,4.56018984929681,0.00159192026635864,0.457693059636561
105,"TFCN_152C-6","Rhodotorula_toruloides_TFCN_152C-6.proteins","Rhodotorula_toruloides_TFCN_152C-6","Rhodotorula toruloides","China","marsh_tidalflat","Rhodotorula toruloides",-0.0278105366343286,2.72522346880962,0.560144600422962,4.21304998309318,0.0856100951822351,0.437448108144384
106,"TFCN_273H-1","Rhodotorula_mucilaginosa_TFCN_273H-1.proteins","Rhodotorula_mucilaginosa_TFCN_273H-1","Rhodotorula mucilaginosa","China","marsh_tidalflat","Rhodotorula mucilaginosa",-0.0446442223826791,2.78472360762117,0.858682632468002,4.3761490530598,0.00361780009170017,0.40776642306338
107,"TFCN_209-6-4","Rhodotorula_mucilaginosa_TFCN_209-6-4.proteins","Rhodotorula_mucilaginosa_TFCN_209-6-4","Rhodotorula mucilaginosa","China","","Rhodotorula mucilaginosa",-0.0103204773571415,2.42773072624348,0.365892504550425,4.61030945471866,-0.00201820666404862,0.308340315102248
109,"TFCN_98C-8","Rhodotorula_mucilaginosa_TFCN_98C-8.proteins","Rhodotorula_mucilaginosa_TFCN_98C-8","Rhodotorula mucilaginosa","China","marsh_tidalflat","Rhodotorula mucilaginosa",-0.0219417739608741,2.59625675871032,0.466029094637218,4.52734328921119,0.00292357071817339,0.363607890707466
110,"TFCN_25-333D-1","Rhodotorula_sp._clade_I_TFCN_25-333D-1.proteins","Rhodotorula_sp._clade_I_TFCN_25-333D-1","Rhodotorula sp. clade I","China","marsh_tidalflat","Rhodotorula sp. clade I",-0.00534905610443614,2.14486610020942,0.00850052785960803,3.50357982247688,-0.0300816136912866,0.295171383051799
111,"TFCN_25-335C-1","Rhodotorula_diobovata_TFCN_25-335C-1.proteins","Rhodotorula_diobovata_TFCN_25-335C-1","Rhodotorula diobovata","China","marsh_tidalflat","Rhodotorula diobovata",-0.0254634381839967,2.6375710038241,0.632309381881306,4.15281682041534,-0.0049574864931925,0.340848629555803
112,"TFCN_17-328P-3","Rhodotorula_sp._clade_I_TFCN_17-328P-3.proteins","Rhodotorula_sp._clade_I_TFCN_17-328P-3","Rhodotorula sp. clade I","China","marsh_tidalflat","Rhodotorula sp. clade I",0.013890791022678,1.96238617758358,0.0843751606935469,2.74537149221273,-0.0225967352638946,0.266154464389668
113,"TFCN_54D-2","Rhodotorula_mucilaginosa_TFCN_54D-2.proteins","Rhodotorula_mucilaginosa_TFCN_54D-2","Rhodotorula mucilaginosa","China","marsh_tidalflat","Rhodotorula mucilaginosa",-0.00511589029105779,2.35404394502894,0.0225476153159688,4.5383151785132,-0.0239959837949271,0.364344047283275
114,"TFCN_152D-6","Rhodotorula_toruloides_TFCN_152D-6.proteins","Rhodotorula_toruloides_TFCN_152D-6","Rhodotorula toruloides","China","marsh_tidalflat","Rhodotorula toruloides",-0.0474771034390392,2.44232726856856,0.593935855211977,4.21799736598026,0.00796052974712273,0.135671835339231
115,"TFCN_25-0-2E332-1","Rhodotorula_mucilaginosa_TFCN_25-0-2E332-1.proteins","Rhodotorula_mucilaginosa_TFCN_25-0-2E332-1","Rhodotorula mucilaginosa","China","marsh_tidalflat","Rhodotorula mucilaginosa",-0.0117253165686474,2.48668328257339,0.544229130624113,4.54271179908739,0.0186598040362114,0.312362904021047
116,"TFCN_25-0-2E333-9","Rhodotorula_mucilaginosa_TFCN_25-0-2E333-9.proteins","Rhodotorula_mucilaginosa_TFCN_25-0-2E333-9","Rhodotorula mucilaginosa","China","marsh_tidalflat","Rhodotorula mucilaginosa",-0.0469584583014926,2.68410481630073,0.611507801135575,4.25081151978829,0.00463602642797205,0.323741725795604
117,"TFCN_17-0-2E334-10","Rhodotorula_mucilaginosa_TFCN_17-0-2E334-10.proteins","Rhodotorula_mucilaginosa_TFCN_17-0-2E334-10","Rhodotorula mucilaginosa","China","marsh_tidalflat","Rhodotorula mucilaginosa",-0.0381449514720534,2.65070786202193,0.772130525634997,4.44665420264359,-0.00297037144757299,0.269387369736241
118,"TFCN_357-1","Rhodotorula_taiwanensis_TFCN_357-1.proteins","Rhodotorula_taiwanensis_TFCN_357-1","Rhodotorula taiwanensis","China","marsh_tidalflat","Rhodotorula taiwanensis",-0.0299327987338572,2.69165628422312,0.710784408025734,4.01089908210482,0.036787922674763,0.28963375167335
119,"TFCN_17-328C-3","Rhodotorula_sp._clade_I_TFCN_17-328C-3.proteins","Rhodotorula_sp._clade_I_TFCN_17-328C-3","Rhodotorula sp. clade I","China","marsh_tidalflat","Rhodotorula sp. clade I",-0.0363169923713549,2.68099860800573,0.663531136926989,4.46582877333445,-0.0115698897271048,0.358738539854408
120,"TFCN_17-334Y-6","Rhodotorula_diobovata_TFCN_17-334Y-6.proteins","Rhodotorula_diobovata_TFCN_17-334Y-6","Rhodotorula diobovata","China","marsh_tidalflat","Rhodotorula diobovata",-0.0303320451557957,2.38840065229618,0.22606777338034,4.12671955737018,-0.0196314859053589,0.13253256955003
121,"TFCN_25-333P-5","Rhodotorula_paludigena_TFCN_25-333P-5.proteins","Rhodotorula_paludigena_TFCN_25-333P-5","Rhodotorula paludigena","China","marsh_tidalflat","Rhodotorula paludigena",-0.0122056500375171,1.74789429579219,0.0318166360572601,3.03651803725022,-0.0118703237440127,0.0282005780897206
122,"TFCN_222A-2","Rhodotorula_sp._clade_I_TFCN_222A-2.proteins","Rhodotorula_sp._clade_I_TFCN_222A-2","Rhodotorula sp. clade I","China","marsh_tidalflat","Rhodotorula sp. clade I",-0.00630491433380161,2.52195594103854,0.863719391634847,NA,NA,0.299980616242561
123,"TFCN_25-333Y-2","Rhodotorula_sp._clade_I_TFCN_25-333Y-2.proteins","Rhodotorula_sp._clade_I_TFCN_25-333Y-2","Rhodotorula sp. clade I","China","marsh_tidalflat","Rhodotorula sp. clade I",-0.000235785947620778,2.05100786729744,1.42083246292673e-05,3.51811520784256,0.00213926171972575,0.366237646521497
124,"TFCN_98A-10","Rhodotorula_mucilaginosa_TFCN_98A-10.proteins","Rhodotorula_mucilaginosa_TFCN_98A-10","Rhodotorula mucilaginosa","China","marsh_tidalflat","Rhodotorula mucilaginosa",-0.0386708224764332,2.69924562849534,0.64695074926737,4.37739111375665,0.0100397798051295,0.359374132771607
125,"TFCN_17-334D-6","Rhodotorula_mucilaginosa_TFCN_17-334D-6.proteins","Rhodotorula_mucilaginosa_TFCN_17-334D-6","Rhodotorula mucilaginosa","China","marsh_tidalflat","Rhodotorula mucilaginosa",-0.0256973602792892,2.50116296757359,0.502995267970074,4.52228775609372,-0.00538168726207002,0.396120106799916
126,"TFCN_17-0-2E334-4","Rhodotorula_mucilaginosa_TFCN_17-0-2E334-4.proteins","Rhodotorula_mucilaginosa_TFCN_17-0-2E334-4","Rhodotorula mucilaginosa","China","marsh_tidalflat","Rhodotorula mucilaginosa",-0.0309773928998129,2.69469895219508,0.476918511755029,4.587492193788,0.000899386250415113,0.346139786907621
127,"TFCN_363-1-2","Rhodotorula_mucilaginosa_TFCN_363-1-2.proteins","Rhodotorula_mucilaginosa_TFCN_363-1-2","Rhodotorula mucilaginosa","China","marsh_tidalflat","Rhodotorula mucilaginosa",-0.0374495201861852,2.7197719570646,0.742217063279626,4.47753769036471,-0.00319989969845131,0.354405124765096
129,"TFCN_25-0-2E333-7","Rhodotorula_mucilaginosa_TFCN_25-0-2E333-7.proteins","Rhodotorula_mucilaginosa_TFCN_25-0-2E333-7","Rhodotorula mucilaginosa","China","marsh_tidalflat","Rhodotorula mucilaginosa",-0.0155482032877992,2.55373357453142,0.303417431937602,4.51761828400559,0.019188167829894,0.430941863605964
130,"TFCN_25-335Y-1","Rhodotorula_mucilaginosa_TFCN_25-335Y-1.proteins","Rhodotorula_mucilaginosa_TFCN_25-335Y-1","Rhodotorula mucilaginosa","China","","Rhodotorula mucilaginosa",-0.00523939124743176,2.21067445645863,0.027243687844423,4.59803754045877,-0.00334348551708333,0.240051819689206
131,"TFCN_213-6-4","Rhodotorula_mucilaginosa_TFCN_213-6-4.proteins","Rhodotorula_mucilaginosa_TFCN_213-6-4","Rhodotorula mucilaginosa","China","marsh_tidalflat","Rhodotorula mucilaginosa",-0.0153784189966674,2.56513908625836,0.611264893298174,4.49978775328567,-0.00204347423858998,0.434532511084974
133,"TFCN_98C-3","Rhodotorula_mucilaginosa_TFCN_98C-3.proteins","Rhodotorula_mucilaginosa_TFCN_98C-3","Rhodotorula mucilaginosa","China","marsh_tidalflat","Rhodotorula mucilaginosa",-0.0137283382391157,2.54551261113022,0.61118917013048,4.55089884961094,0.00045046708449601,0.388793469152192
134,"TFCN_17-333D-2","Rhodotorula_mucilaginosa_TFCN_17-333D-2.proteins","Rhodotorula_mucilaginosa_TFCN_17-333D-2","Rhodotorula mucilaginosa","China","marsh_tidalflat","Rhodotorula mucilaginosa",-0.0205636573385868,2.57653421718169,0.533857007791539,4.56208961487741,0.00987576990961257,0.358262372556484
135,"TFCN_17-332C-2","Rhodotorula_mucilaginosa_TFCN_17-332C-2.proteins","Rhodotorula_mucilaginosa_TFCN_17-332C-2","Rhodotorula mucilaginosa","China","marsh_tidalflat","Rhodotorula mucilaginosa",-0.0241760907960781,2.6208549997621,0.658376290745207,4.53319705204306,0.00152106767244358,0.323000041944983
136,"TFCN_86A-6","Rhodotorula_sphaerocarpa_TFCN_86A-6.proteins","Rhodotorula_sphaerocarpa_TFCN_86A-6","Rhodotorula sphaerocarpa","China","marsh_tidalflat","Rhodotorula sphaerocarpa",0.00492851131314022,2.03908722593273,0.00684249554688903,4.04915853368938,8.6602684809642e-05,0.350711233510781
137,"TFCN_0520-4-2-2","Rhodotorula_taiwanensis_TFCN_0520-4-2-2.proteins","Rhodotorula_taiwanensis_TFCN_0520-4-2-2","Rhodotorula taiwanensis","China","marsh_tidalflat","Rhodotorula taiwanensis",-0.034735105441194,2.66912882112451,0.619142449489173,4.42534156122587,0.0184539272542487,0.371137893121222
138,"TFCN_49A-1","Rhodotorula_paludigena_TFCN_49A-1.proteins","Rhodotorula_paludigena_TFCN_49A-1","Rhodotorula paludigena","China","marsh_tidalflat","Rhodotorula paludigena",-0.0167860980148962,2.60644743044035,0.702512510987821,NA,NA,0.4589110701041
139,"TFCN_25-333D-5","Rhodotorula_sp._clade_I_TFCN_25-333D-5.proteins","Rhodotorula_sp._clade_I_TFCN_25-333D-5","Rhodotorula sp. clade I","China","","Rhodotorula sp. clade I",-0.0305342845204222,2.58078087278109,0.318460501808004,4.47835473490272,0.0357287092850662,0.410812554935747
140,"TFCN_86C-7","Rhodotorula_sp._clade_I_TFCN_86C-7.proteins","Rhodotorula_sp._clade_I_TFCN_86C-7","Rhodotorula sp. clade I","China","marsh_tidalflat","Rhodotorula sp. clade I",-0.0316679197893701,2.59980584220863,0.339602402038318,3.65380677774678,0.00301713540700338,0.309208028916347
142,"TFCN_98D-9","Rhodotorula_mucilaginosa_TFCN_98D-9.proteins","Rhodotorula_mucilaginosa_TFCN_98D-9","Rhodotorula mucilaginosa","China","","Rhodotorula mucilaginosa",-0.0107946730350901,2.50070033962192,0.465820061074718,4.61364756359415,-0.00225170657637165,0.561414111927001
143,"TFCN_17-325D-4","Rhodotorula_mucilaginosa_TFCN_17-325D-4.proteins","Rhodotorula_mucilaginosa_TFCN_17-325D-4","Rhodotorula mucilaginosa","China","marsh_tidalflat","Rhodotorula mucilaginosa",-0.0128962228824429,2.60400455681787,0.632640303222331,4.53942608514369,-0.000203117615114102,0.600741135159382
144,"TFCN_17-332P-2","Rhodotorula_mucilaginosa_TFCN_17-332P-2.proteins","Rhodotorula_mucilaginosa_TFCN_17-332P-2","Rhodotorula mucilaginosa","China","marsh_tidalflat","Rhodotorula mucilaginosa",-0.0159767669526046,2.55156219074272,0.546274487485024,4.54641356117606,-0.00059055285112462,0.458221401267155
145,"TFCN_54D-1","Rhodotorula_mucilaginosa_TFCN_54D-1.proteins","Rhodotorula_mucilaginosa_TFCN_54D-1","Rhodotorula mucilaginosa","China","marsh_tidalflat","Rhodotorula mucilaginosa",-0.0183956453916511,2.53372814453687,0.479837717363093,4.56639269135583,0.000145775249562537,0.383306767146992
146,"TFCN_86A-12","Rhodotorula_mucilaginosa_TFCN_86A-12.proteins","Rhodotorula_mucilaginosa_TFCN_86A-12","Rhodotorula mucilaginosa","China","marsh_tidalflat","Rhodotorula mucilaginosa",-0.0160070874344548,2.56916737530186,0.68355077680531,4.49992460783613,0.000704608653984614,0.341334090469214
147,"TFCN_48C-3","Rhodotorula_paludigena_TFCN_48C-3.proteins","Rhodotorula_paludigena_TFCN_48C-3","Rhodotorula paludigena","China","marsh_tidalflat","Rhodotorula paludigena",-0.00468503119981884,2.23397542090617,0.05926601227294,NA,NA,0.183468082890985
148,"TFCN_342-3","Rhodotorula_mucilaginosa_TFCN_342-3.proteins","Rhodotorula_mucilaginosa_TFCN_342-3","Rhodotorula mucilaginosa","China","marsh_tidalflat","Rhodotorula mucilaginosa",-0.0201860097190596,2.6094516287065,0.385794615245211,4.54737633036077,0.00114471857832121,0.423491022066462
149,"TFCN_86A-8","Rhodotorula_sphaerocarpa_TFCN_86A-8.proteins","Rhodotorula_sphaerocarpa_TFCN_86A-8","Rhodotorula sphaerocarpa","China","marsh_tidalflat","Rhodotorula sphaerocarpa",0.0120089774991269,1.85541409818131,0.0263364711398773,4.13730063387864,0.00303626034438432,0.260686147135155
150,"TFCN_152C-5","Rhodotorula_mucilaginosa_TFCN_152C-5.proteins","Rhodotorula_mucilaginosa_TFCN_152C-5","Rhodotorula mucilaginosa","China","marsh_tidalflat","Rhodotorula mucilaginosa",-0.0369142198106301,2.76705949705023,0.69203317075026,4.51603404051001,-0.00204665766138897,0.415767603996209
151,"TFCN_98D-7","Rhodotorula_mucilaginosa_TFCN_98D-7.proteins","Rhodotorula_mucilaginosa_TFCN_98D-7","Rhodotorula mucilaginosa","China","","Rhodotorula mucilaginosa",-0.0208837449877918,2.56940951748921,0.421309066859248,4.57251376521566,-0.00222821226368726,0.398383548228532
152,"TFCN_25-337M-3","Rhodotorula_mucilaginosa_TFCN_25-337M-3.proteins","Rhodotorula_mucilaginosa_TFCN_25-337M-3","Rhodotorula mucilaginosa","China","marsh_tidalflat","Rhodotorula mucilaginosa",-0.0222904608893844,2.59427571974825,0.407680880036406,4.49691459994565,0.000317660612589362,0.498203061163276
153,"TFCN_25-0-2E333-5","Rhodotorula_mucilaginosa_TFCN_25-0-2E333-5.proteins","Rhodotorula_mucilaginosa_TFCN_25-0-2E333-5","Rhodotorula mucilaginosa","China","marsh_tidalflat","Rhodotorula mucilaginosa",-0.0310663894943823,2.59849815993057,0.326788871087209,4.48366700429172,-0.00994172739742498,0.290799729062724
155,"TFCN_0520-4-2-1","Rhodotorula_taiwanensis_TFCN_0520-4-2-1.proteins","Rhodotorula_taiwanensis_TFCN_0520-4-2-1","Rhodotorula taiwanensis","China","marsh_tidalflat","Rhodotorula taiwanensis",-0.027451608348725,2.75930300470193,0.563618879279509,4.26290173041499,0.00785128700923431,0.278808766903005
156,"TFCN_48A-2","Rhodotorula_paludigena_TFCN_48A-2.proteins","Rhodotorula_paludigena_TFCN_48A-2","Rhodotorula paludigena","China","marsh_tidalflat","Rhodotorula paludigena",-0.0389749892377748,2.82980483063552,0.659837356179304,4.49352461164678,0.00103392644410062,0.507463783579997
157,"TFCN_1A-1-2","Rhodotorula_paludigena_TFCN_1A-1-2.proteins","Rhodotorula_paludigena_TFCN_1A-1-2","Rhodotorula paludigena","China","marsh_tidalflat","Rhodotorula paludigena",-0.0481177860164486,2.81683627633603,0.625600045306291,4.38081707896627,-0.00732205991643586,0.251835912901277
158,"TFCN_152A-1","Rhodotorula_mucilaginosa_TFCN_152A-1.proteins","Rhodotorula_mucilaginosa_TFCN_152A-1","Rhodotorula mucilaginosa","China","marsh_tidalflat","Rhodotorula mucilaginosa",-0.0134352768508212,2.3748487184906,0.134212025713072,4.56218086507558,-0.0147595373085763,0.315559230211591
159,"TFCN_152A-5","Rhodotorula_mucilaginosa_TFCN_152A-5.proteins","Rhodotorula_mucilaginosa_TFCN_152A-5","Rhodotorula mucilaginosa","China","marsh_tidalflat","Rhodotorula mucilaginosa",-0.0130180194788761,2.53579684045578,0.500191096606894,4.52580369300224,0.00181948186696489,0.416373236935099
161,"TFCN_102D-2","Rhodotorula_mucilaginosa_TFCN_102D-2.proteins","Rhodotorula_mucilaginosa_TFCN_102D-2","Rhodotorula mucilaginosa","China","marsh_tidalflat","Rhodotorula mucilaginosa",-0.0197167209853159,2.66907945478618,0.507720570853653,4.51238542250491,-0.00276217034754913,0.309499684807856
162,"TFCN_25-327D-1","Rhodotorula_mucilaginosa_TFCN_25-327D-1.proteins","Rhodotorula_mucilaginosa_TFCN_25-327D-1","Rhodotorula mucilaginosa","China","marsh_tidalflat","Rhodotorula mucilaginosa",-0.0425197218774426,2.73042576037148,0.848778017533171,4.49687592253795,0.0129002583622666,0.411274618794902
163,"TFCN_17-334Y-5","Rhodotorula_mucilaginosa_TFCN_17-334Y-5.proteins","Rhodotorula_mucilaginosa_TFCN_17-334Y-5","Rhodotorula mucilaginosa","China","marsh_tidalflat","Rhodotorula mucilaginosa",-0.0194656777254048,2.42727824932396,0.378357630807917,4.49525391799439,0.00394575148547165,0.353376382808157
164,"TFCN_17-334C-1","Rhodotorula_mucilaginosa_TFCN_17-334C-1.proteins","Rhodotorula_mucilaginosa_TFCN_17-334C-1","Rhodotorula mucilaginosa","China","marsh_tidalflat","Rhodotorula mucilaginosa",-0.0198859984959629,2.45966737410364,0.179698462339627,4.50624253185754,0.0039061528701244,0.414518107656708
166,"DBVPG_3238","Rhodotorula_mucilaginosa_DBVPG_3238.proteins","Rhodotorula_mucilaginosa_DBVPG_3238","Rhodotorula mucilaginosa","Italy","food","Rhodotorula mucilaginosa",-0.0327312040501811,2.34380258952339,0.232670230150988,4.10235545747206,0.0180473959338147,0.337177052926165
167,"DBVPG_3444","Rhodotorula_mucilaginosa_DBVPG_3444.proteins","Rhodotorula_mucilaginosa_DBVPG_3444","Rhodotorula mucilaginosa","Italy","food","Rhodotorula mucilaginosa",-0.0082894998661022,2.36201938785798,0.165979242056944,4.36800070416843,-0.00116324890208376,0.456191244031894
168,"DBVPG_3775","Rhodotorula_mucilaginosa_DBVPG_3775.proteins","Rhodotorula_mucilaginosa_DBVPG_3775","Rhodotorula mucilaginosa","Italy","soil","Rhodotorula mucilaginosa",-0.0184771559163927,2.60254209514388,0.540001712403664,4.44488996313634,-0.00147865675106108,0.336669676975487
169,"DBVPG_3983","Rhodotorula_mucilaginosa_DBVPG_3983.proteins","Rhodotorula_mucilaginosa_DBVPG_3983","Rhodotorula mucilaginosa","Italy","cave","Rhodotorula mucilaginosa",-0.00686220502265311,2.29024977863507,0.0781789981867965,4.29500243872612,0.00244427899372132,0.368529226315666
170,"DBVPG_4378","Rhodotorula_mucilaginosa_DBVPG_4378.proteins","Rhodotorula_mucilaginosa_DBVPG_4378","Rhodotorula mucilaginosa","Italy","food","Rhodotorula mucilaginosa",-0.0313031665141296,2.5665602466906,0.600558714607853,4.36800534540719,-0.00301666330237746,0.29256571282175
171,"DBVPG_4618","Rhodotorula_mucilaginosa_DBVPG_4618.proteins","Rhodotorula_mucilaginosa_DBVPG_4618","Rhodotorula mucilaginosa","Italy","soil","Rhodotorula mucilaginosa",-0.0216247955132154,2.68053508783031,0.639733279386845,4.20844087598704,-0.00435205736773172,0.587818910838207
172,"TFCN_106A-1","Rhodotorula_mucilaginosa_TFCN_106A-1.proteins","Rhodotorula_mucilaginosa_TFCN_106A-1","Rhodotorula mucilaginosa","China","marsh_tidalflat","Rhodotorula mucilaginosa",-0.00857337180266237,2.4570419998396,0.0603578181505397,4.56557869763314,-0.0111136624288253,0.403060172406827
174,"TFCN_17-0-2E337-3","Rhodotorula_mucilaginosa_TFCN_17-0-2E337-3.proteins","Rhodotorula_mucilaginosa_TFCN_17-0-2E337-3","Rhodotorula mucilaginosa","China","marsh_tidalflat","Rhodotorula mucilaginosa",-0.0300558972648208,2.61238485226103,0.563854793876814,4.51599072300627,-0.00886731701685787,0.366982229813889
177,"DBVPG_3776","Rhodotorula_mucilaginosa_DBVPG_3776.proteins","Rhodotorula_mucilaginosa_DBVPG_3776","Rhodotorula mucilaginosa","Italy","soil","Rhodotorula mucilaginosa",-0.0313884961203782,2.46713343128162,0.866421032652908,4.60443368705204,0.00273103684298903,0.72357312719626
178,"DBVPG_3984","Rhodotorula_mucilaginosa_DBVPG_3984.proteins","Rhodotorula_mucilaginosa_DBVPG_3984","Rhodotorula mucilaginosa","Italy","cave","Rhodotorula mucilaginosa",-0.0205736443432623,2.26046441500241,0.65868336790301,4.50341454717085,-0.001233516188485,0.344025933523145
181,"TFCN_25-332D-1","Rhodotorula_mucilaginosa_TFCN_25-332D-1.proteins","Rhodotorula_mucilaginosa_TFCN_25-332D-1","Rhodotorula mucilaginosa","China","marsh_tidalflat","Rhodotorula mucilaginosa",-0.0235622440436464,2.58050058135442,0.80412526958497,4.57178700203773,-0.000428405193813473,0.670796935316139
182,"TFCN_25-333P-2","Rhodotorula_mucilaginosa_TFCN_25-333P-2.proteins","Rhodotorula_mucilaginosa_TFCN_25-333P-2","Rhodotorula mucilaginosa","China","marsh_tidalflat","Rhodotorula mucilaginosa",-0.0425962210666511,2.7827583841882,0.836445903876851,4.48076328750922,-0.00352485456648683,0.413030887567127
183,"TFCN_181A-1","Rhodotorula_mucilaginosa_TFCN_181A-1.proteins","Rhodotorula_mucilaginosa_TFCN_181A-1","Rhodotorula mucilaginosa","China","marsh_tidalflat","Rhodotorula mucilaginosa",-0.0117951684086955,2.59175307794623,0.54416666062478,4.54899448985063,-0.000215324886446823,0.376672910515232
185,"DBVPG_3768","Rhodotorula_dairenensis_DBVPG_3768.proteins","Rhodotorula_dairenensis_DBVPG_3768","Rhodotorula dairenensis","Italy","soil","Rhodotorula dairenensis",-0.00412478872145623,2.42275373467335,0.105876095864717,4.44829555420654,-0.00207518145069845,0.498518519143652
186,"DBVPG_3777","Rhodotorula_mucilaginosa_DBVPG_3777.proteins","Rhodotorula_mucilaginosa_DBVPG_3777","Rhodotorula mucilaginosa","Italy","soil","Rhodotorula mucilaginosa",-0.015215906237238,2.51808010096086,0.785023452655281,4.57314526999038,0.00161492690729994,0.821891107855165
188,"DBVPG_4380","Rhodotorula_mucilaginosa_DBVPG_4380.proteins","Rhodotorula_mucilaginosa_DBVPG_4380","Rhodotorula mucilaginosa","Italy","sand","Rhodotorula mucilaginosa",-0.00148473691526124,2.18276156166991,0.00462504417663167,4.41909024626454,0.000212466062478967,0.318524602717533
189,"DBVPG_4669","Rhodotorula_mucilaginosa_DBVPG_4669.proteins","Rhodotorula_mucilaginosa_DBVPG_4669","Rhodotorula mucilaginosa","Italy","food","Rhodotorula mucilaginosa",-0.0541991966297714,2.72192277695545,0.833386782889884,4.43389703553979,-0.00223181584666082,0.359995992144136
190,"TFCN_17-332M-1","Rhodotorula_mucilaginosa_TFCN_17-332M-1.proteins","Rhodotorula_mucilaginosa_TFCN_17-332M-1","Rhodotorula mucilaginosa","China","marsh_tidalflat","Rhodotorula mucilaginosa",-0.00607907039879273,2.47229407579444,0.174585019881056,4.54031449515825,-0.000701985943270216,0.311132085708008
193,"DBVPG_3381","Rhodotorula_mucilaginosa_DBVPG_3381.proteins","Rhodotorula_mucilaginosa_DBVPG_3381","Rhodotorula mucilaginosa","Italy","plant","Rhodotorula mucilaginosa",-0.00650343185042888,2.56103353902654,0.469367891830607,4.71004676600541,-0.000156801720359913,0.471446105450442
194,"DBVPG_3769","Rhodotorula_dairenensis_DBVPG_3769.proteins","Rhodotorula_dairenensis_DBVPG_3769","Rhodotorula dairenensis","Italy","soil","Rhodotorula dairenensis",-0.00926562500435876,2.57109303742031,0.436993840795538,4.63439612532422,0.00253926481224112,0.678959912704281
195,"DBVPG_3853","Rhodotorula_dairenensis_DBVPG_3853.proteins","Rhodotorula_dairenensis_DBVPG_3853","Rhodotorula dairenensis","Italy","plant",NA,NA,NA,NA,NA,NA,NA
196,"DBVPG_4201","Rhodotorula_mucilaginosa_DBVPG_4201.proteins","Rhodotorula_mucilaginosa_DBVPG_4201","Rhodotorula mucilaginosa","Italy","plant","Rhodotorula mucilaginosa",-0.0189130336760829,2.48679825587659,0.847200307884302,4.60631130035118,-0.00273411820467064,0.603221703366667
197,"DBVPG_4408","Rhodotorula_mucilaginosa_DBVPG_4408.proteins","Rhodotorula_mucilaginosa_DBVPG_4408","Rhodotorula mucilaginosa","Italy","marine","Rhodotorula mucilaginosa",-0.0238552770981967,2.38867796337628,0.260427918361697,4.38477186916756,-0.0465712276285792,0.376371798598864
