Index,Strain ID,Strain Name,Strain,Species,Origin,Environment,Run Number,Library Plate,Configuration,Well position,Incubation Temp (°C),Time stamped,Media
172,4.0,102C-2,TFCN_102C-2,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,3.0,35.0,30.0,,YPDN
173,5.0,105A-2,TFCN_105A-2,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,3.0,42.0,30.0,,YPDN
174,6.0,17-334Y-2 BY116-B9,TFCN_17-334Y-2,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,3.0,79.0,30.0,,YPDN
175,7.0,17-329Y-4 BY115-H8,TFCN_17-329Y-4,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,3.0,93.0,30.0,,YPDN
176,8.0,107A-6 BY31-B6,TFCN_107A-6,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,3.0,57.0,30.0,,YPDN
177,9.0,17-390M-1 BY126-D7,TFCN_17-390M-1,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,3.0,5.0,30.0,,YPDN
178,10.0,86C-9 BY34-B2,TFCN_86C-9,Rhodotorula sphaerocarpa,China,marsh_tidalflat,353.0,1.0,3.0,90.0,30.0,,YPDN
179,11.0,122C-2  BY31-A2,TFCN_122C-2,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,3.0,48.0,30.0,,YPDN
180,12.0,4M-1-3,TFCN_4M-1-3,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,3.0,96.0,30.0,,YPDN
181,13.0,141C-2 BY30-H4,TFCN_141C-2,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,3.0,67.0,30.0,,YPDN
182,14.0,130D-4 BY30-H7,TFCN_130D-4,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,3.0,23.0,30.0,,YPDN
183,15.0,3M-1-1 BY8-B4,TFCN_3M-1-1,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,3.0,78.0,30.0,,YPDN
184,16.0,186DK3-2 BY39-H9,TFCN_186DK3-2,Rhodotorula sp. clade XI,China,marsh_tidalflat,353.0,1.0,3.0,52.0,30.0,,YPDN
185,17.0,7-9-3,TFCN_7-9-3,Rhodotorula diobovata,China,marsh_tidalflat,353.0,1.0,3.0,82.0,30.0,,YPDN
186,18.0,25-395P-1 BY126-F2,TFCN_25-395P-1,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,3.0,61.0,30.0,,YPDN
187,19.0,152A-12 BY32-A3,TFCN_152A-12,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,3.0,26.0,30.0,,YPDN
188,20.0,102D-1 8130,TFCN_102D-1,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,3.0,87.0,30.0,,YPDN
189,21.0,4M-1-2 BY8-D4,TFCN_4M-1-2,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,3.0,30.0,30.0,,YPDN
190,22.0,209-6-11 BY43-G1,TFCN_209-6-11,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,3.0,59.0,30.0,,YPDN
191,23.0,110C-1,TFCN_110C-1,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,3.0,71.0,30.0,,YPDN
192,24.0,17-337P-5 BY116-B7,TFCN_17-337P-5,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,3.0,41.0,30.0,,YPDN
193,25.0,137C-3 BY30-I4,TFCN_137C-3,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,3.0,92.0,30.0,,YPDN
194,26.0,212C-2 BY39-G3 ,TFCN_212C-2,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,3.0,37.0,30.0,,YPDN
195,27.0,25-0-2E390-1 BY126-F3,TFCN_25-0-2E390-1,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,3.0,40.0,30.0,,YPDN
196,28.0,1A-1-3 8130,TFCN_1A-1-3,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,3.0,6.0,30.0,,YPDN
197,29.0,25-332D-2 BY119-I1 8/30,TFCN_25-332D-2,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,3.0,58.0,30.0,,YPDN
198,30.0,2M-1-4 BY8-B3 8/30,TFCN_2M-1-4,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,3.0,89.0,30.0,,YPDN
199,31.0,340-3 BY110-F1,TFCN_340-3,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,3.0,80.0,30.0,,YPDN
200,32.0,100D-1 BY31-H3,TFCN_100D-1,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,3.0,88.0,30.0,,YPDN
201,33.0,340-1 BY110-D1,TFCN_340-1,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,3.0,76.0,30.0,,YPDN
202,34.0,83E1 BY33-F1,TFCN_83C-1,Rhodotorula sphaerocarpa,,marsh_tidalflat,353.0,1.0,3.0,24.0,30.0,,YPDN
203,35.0,17-331Y-5 BY117-B9,TFCN_17-331Y-3,Rhodotorula sp_clade_I,China,marsh_tidalflat,353.0,1.0,3.0,16.0,30.0,,YPDN
204,36.0,17-267M-1 BY121-A4,TFCN_17-267M-1,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,3.0,91.0,30.0,,YPDN
205,37.0,48A-15,TFCN_48A-15,Rhodotorula paludigena,China,marsh_tidalflat,353.0,1.0,3.0,83.0,30.0,,YPDN
206,38.0,25-332C-1 BY119-C2,TFCN_25-332C-1,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,3.0,49.0,30.0,,YPDN
207,39.0,17-334Y-3 BY116-C9,TFCN_17-334Y-3,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,3.0,84.0,30.0,,YPDN
208,40.0,270H-1 BY113-D3,TFCN_270H-1,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,3.0,18.0,30.0,,YPDN
209,41.0,107C-3,TFCN_107C-3,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,3.0,33.0,30.0,,YPDN
210,42.0,33A-4,TFCN_33A-4,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,3.0,27.0,30.0,,YPDN
211,43.0,152D-4 BY32-B4,TFCN_152D-4,Rhodotorula toruloides,China,marsh_tidalflat,353.0,1.0,3.0,86.0,30.0,,YPDN
212,44.0,7-9-2,TFCN_7-9-2,Rhodotorula diobovata,China,marsh_tidalflat,353.0,1.0,3.0,81.0,30.0,,YPDN
213,45.0,17Y-278-1 BY126-D5,TFCN_17Y-278-1,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,3.0,13.0,30.0,,YPDN
214,46.0,43A-4,TFCN_43A-4,Rhodotorula paludigena,China,marsh_tidalflat,353.0,1.0,3.0,22.0,30.0,,YPDN
215,47.0,25-331D-1 BY119-D1,TFCN_25-331D-1,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,3.0,7.0,30.0,,YPDN
216,48.0,25-333C-2 BY120-H5,TFCN_25-333C-2,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,3.0,17.0,30.0,,YPDN
217,49.0,270H-2 BY113-D4,TFCN_270H-2,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,3.0,73.0,30.0,,YPDN
218,50.0,118C-2 BY31-G1,TFCN_118C-2,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,3.0,70.0,30.0,,YPDN
219,51.0,25-334D-3 BY118-F7,TFCN_25-334D-3,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,3.0,94.0,30.0,,YPDN
220,52.0,1A-14,TFCN_1A-14,Rhodotorula mucilaginosa,China,,353.0,1.0,3.0,72.0,30.0,,YPDN
221,53.0,211A-3 BY37-B3,TFCN_211A-3,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,3.0,53.0,30.0,,YPDN
222,54.0,17-0-2E390-1 BY126-B7,TFCN_17-0-2E390-1,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,3.0,4.0,30.0,,YPDN
223,55.0,172A-1 BY40-A6,TFCN_172A-1,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,3.0,50.0,30.0,,YPDN
224,56.0,22C-4,TFCN_22C-4,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,3.0,3.0,30.0,,YPDN
225,57.0,98D-11,TFCN_98D-11,Rhodotorula mucilaginosa,China,,353.0,1.0,3.0,63.0,30.0,,YPDN
226,58.0,25-332Y-1 BY119-F3,TFCN_25-332Y-1,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,3.0,56.0,30.0,,YPDN
227,59.0,25-333Y-9 BY120_C8,TFCN_25-333Y-9,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,3.0,77.0,30.0,,YPDN
228,60.0,25-325Y-1 BY120-D6,TFCN_25-325Y-1,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,3.0,62.0,30.0,,YPDN
229,61.0,152A-6 BY32-D2,TFCN_152A-6,Rhodotorula toruloides,China,marsh_tidalflat,353.0,1.0,3.0,68.0,30.0,,YPDN
230,62.0,17-338D-3 BY116-B5,TFCN_17-338D-3,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,3.0,28.0,30.0,,YPDN
231,63.0,17-0-2E390-2 BY126-C7,TFCN_17-0-2E390-2,Rhodotorula mucilaginosa,China,,353.0,1.0,3.0,25.0,30.0,,YPDN
232,64.0,140A-3 BY30-G2,TFCN_140A-3,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,3.0,45.0,30.0,,YPDN
233,65.0,223D-8 BY35-B9,TFCN_223A-8,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,3.0,55.0,30.0,,YPDN
234,66.0,209-6-5 BY43-A1,TFCN_209-6-5,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,3.0,32.0,30.0,,YPDN
235,67.0,17-333P-6 BY118-E1,TFCN_17-333P-6,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,3.0,74.0,30.0,,YPDN
236,68.0,17-325D-2 BY116-B4,TFCN_17-325D-2,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,3.0,29.0,30.0,,YPDN
237,69.0,17-325P-1 BY117-E2,TFCN_17-325P-1,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,3.0,46.0,30.0,,YPDN
238,71.0,7W-292-3 BY53-A7,TFCN_7W-292-3,Rhodotorula dairenensis,China,marsh_tidalflat,353.0,1.0,3.0,2.0,30.0,,YPDN
239,72.0,89D-3 BY32-I5,TFCN_89D-3,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,3.0,20.0,30.0,,YPDN
240,73.0,138A-1 BY31-C1,TFCN_138A-1,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,3.0,10.0,30.0,,YPDN
241,74.0,209-6-17 BY43-D2,TFCN_209-6-17,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,3.0,9.0,30.0,,YPDN
242,75.0,137D-4 BY30-H6,TFCN_137D-4,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,3.0,36.0,30.0,,YPDN
243,76.0,25-337Y-1 BY118-I8,TFCN_25-337Y-1,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,3.0,43.0,30.0,,YPDN
244,77.0,209-6-2 BY42-G9,TFCN_209-6-2,Rhodotorula mucilaginosa,China,,353.0,1.0,3.0,60.0,30.0,,YPDN
245,78.0,25-332P-2 BY119-B2,TFCN_25-332P-2,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,3.0,69.0,30.0,,YPDN
246,79.0,98C-7,TFCN_98C-7,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,3.0,38.0,30.0,,YPDN
247,80.0,1B-1-2,TFCN_1B-1-2,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,3.0,47.0,30.0,,YPDN
248,81.0,98C-5,TFCN_98C-5,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,3.0,15.0,30.0,,YPDN
249,83.0,152A-2 BY32-I1,TFCN_152A-2,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,3.0,14.0,30.0,,YPDN
250,84.0,43A-22,TFCN_43A-0-22,Rhodotorula paludigena,China,marsh_tidalflat,353.0,1.0,3.0,19.0,30.0,,YPDN
251,85.0,48A-3,TFCN_48A-3,Rhodotorula paludigena,China,marsh_tidalflat,353.0,1.0,3.0,8.0,30.0,,YPDN
252,86.0,25-333Y-10 BY120-D8,TFCN_25-333Y-10,Rhodotorula mucilaginosa,China,,353.0,1.0,3.0,39.0,30.0,,YPDN
253,1.0,17-291Y-1 BY126-B8,TFCN_17-291Y-1,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,18.0,30.0,,YPDN
254,2.0,134A-3 BY30-D2,TFCN_134A-3,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,22.0,30.0,,YPDN
255,3.0,98A-5,TFCN_98A-5,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,83.0,30.0,,YPDN
256,4.0,102C-2,TFCN_102C-2,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,14.0,30.0,,YPDN
257,5.0,105A-2,TFCN_105A-2,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,15.0,30.0,,YPDN
258,6.0,17-334Y-2 BY116-B9,TFCN_17-334Y-2,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,13.0,30.0,,YPDN
259,7.0,17-329Y-4 BY115-H8,TFCN_17-329Y-4,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,72.0,30.0,,YPDN
260,8.0,107A-6 BY31-B6,TFCN_107A-6,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,26.0,30.0,,YPDN
261,9.0,17-390M-1 BY126-D7,TFCN_17-390M-1,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,86.0,30.0,,YPDN
262,10.0,86C-9 BY34-B2,TFCN_86C-9,Rhodotorula sphaerocarpa,China,marsh_tidalflat,353.0,1.0,4.0,88.0,30.0,,YPDN
263,11.0,122C-2  BY31-A2,TFCN_122C-2,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,17.0,30.0,,YPDN
264,12.0,4M-1-3,TFCN_4M-1-3,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,60.0,30.0,,YPDN
265,13.0,141C-2 BY30-H4,TFCN_141C-2,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,42.0,30.0,,YPDN
266,14.0,130D-4 BY30-H7,TFCN_130D-4,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,27.0,30.0,,YPDN
267,15.0,3M-1-1 BY8-B4,TFCN_3M-1-1,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,40.0,30.0,,YPDN
268,16.0,186DK3-2 BY39-H9,TFCN_186DK3-2,Rhodotorula sp. clade XI,China,marsh_tidalflat,353.0,1.0,4.0,29.0,30.0,,YPDN
269,17.0,7-9-3,TFCN_7-9-3,Rhodotorula diobovata,China,marsh_tidalflat,353.0,1.0,4.0,7.0,30.0,,YPDN
270,18.0,25-395P-1 BY126-F2,TFCN_25-395P-1,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,16.0,30.0,,YPDN
271,19.0,152A-12 BY32-A3,TFCN_152A-12,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,3.0,30.0,,YPDN
272,20.0,102D-1 8130,TFCN_102D-1,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,36.0,30.0,,YPDN
273,21.0,4M-1-2 BY8-D4,TFCN_4M-1-2,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,82.0,30.0,,YPDN
274,22.0,209-6-11 BY43-G1,TFCN_209-6-11,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,49.0,30.0,,YPDN
275,23.0,110C-1,TFCN_110C-1,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,48.0,30.0,,YPDN
276,24.0,17-337P-5 BY116-B7,TFCN_17-337P-5,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,50.0,30.0,,YPDN
277,25.0,137C-3 BY30-I4,TFCN_137C-3,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,38.0,30.0,,YPDN
278,26.0,212C-2 BY39-G3 ,TFCN_212C-2,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,2.0,30.0,,YPDN
279,27.0,25-0-2E390-1 BY126-F3,TFCN_25-0-2E390-1,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,71.0,30.0,,YPDN
280,28.0,1A-1-3 8130,TFCN_1A-1-3,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,32.0,30.0,,YPDN
281,29.0,25-332D-2 BY119-I1 8/30,TFCN_25-332D-2,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,37.0,30.0,,YPDN
282,30.0,2M-1-4 BY8-B3 8/30,TFCN_2M-1-4,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,91.0,30.0,,YPDN
283,31.0,340-3 BY110-F1,TFCN_340-3,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,56.0,30.0,,YPDN
284,32.0,100D-1 BY31-H3,TFCN_100D-1,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,78.0,30.0,,YPDN
285,33.0,340-1 BY110-D1,TFCN_340-1,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,80.0,30.0,,YPDN
286,34.0,83E1 BY33-F1,TFCN_83C-1,Rhodotorula sphaerocarpa,,marsh_tidalflat,353.0,1.0,4.0,59.0,30.0,,YPDN
287,35.0,17-331Y-5 BY117-B9,TFCN_17-331Y-3,Rhodotorula sp_clade_I,China,marsh_tidalflat,353.0,1.0,4.0,8.0,30.0,,YPDN
288,36.0,17-267M-1 BY121-A4,TFCN_17-267M-1,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,70.0,30.0,,YPDN
289,37.0,48A-15,TFCN_48A-15,Rhodotorula paludigena,China,marsh_tidalflat,353.0,1.0,4.0,41.0,30.0,,YPDN
290,38.0,25-332C-1 BY119-C2,TFCN_25-332C-1,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,79.0,30.0,,YPDN
291,39.0,17-334Y-3 BY116-C9,TFCN_17-334Y-3,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,45.0,30.0,,YPDN
292,40.0,270H-1 BY113-D3,TFCN_270H-1,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,90.0,30.0,,YPDN
293,41.0,107C-3,TFCN_107C-3,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,12.0,30.0,,YPDN
294,42.0,33A-4,TFCN_33A-4,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,63.0,30.0,,YPDN
295,43.0,152D-4 BY32-B4,TFCN_152D-4,Rhodotorula toruloides,China,marsh_tidalflat,353.0,1.0,4.0,92.0,30.0,,YPDN
296,44.0,7-9-2,TFCN_7-9-2,Rhodotorula diobovata,China,marsh_tidalflat,353.0,1.0,4.0,39.0,30.0,,YPDN
297,45.0,17Y-278-1 BY126-D5,TFCN_17Y-278-1,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,77.0,30.0,,YPDN
298,46.0,43A-4,TFCN_43A-4,Rhodotorula paludigena,China,marsh_tidalflat,353.0,1.0,4.0,30.0,30.0,,YPDN
299,47.0,25-331D-1 BY119-D1,TFCN_25-331D-1,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,67.0,30.0,,YPDN
300,48.0,25-333C-2 BY120-H5,TFCN_25-333C-2,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,52.0,30.0,,YPDN
301,49.0,270H-2 BY113-D4,TFCN_270H-2,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,55.0,30.0,,YPDN
302,50.0,118C-2 BY31-G1,TFCN_118C-2,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,4.0,30.0,,YPDN
303,51.0,25-334D-3 BY118-F7,TFCN_25-334D-3,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,33.0,30.0,,YPDN
304,52.0,1A-14,TFCN_1A-14,Rhodotorula mucilaginosa,China,,353.0,1.0,4.0,35.0,30.0,,YPDN
305,53.0,211A-3 BY37-B3,TFCN_211A-3,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,94.0,30.0,,YPDN
306,54.0,17-0-2E390-1 BY126-B7,TFCN_17-0-2E390-1,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,58.0,30.0,,YPDN
307,55.0,172A-1 BY40-A6,TFCN_172A-1,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,5.0,30.0,,YPDN
308,56.0,22C-4,TFCN_22C-4,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,87.0,30.0,,YPDN
309,57.0,98D-11,TFCN_98D-11,Rhodotorula mucilaginosa,China,,353.0,1.0,4.0,9.0,30.0,,YPDN
310,58.0,25-332Y-1 BY119-F3,TFCN_25-332Y-1,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,10.0,30.0,,YPDN
311,59.0,25-333Y-9 BY120_C8,TFCN_25-333Y-9,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,28.0,30.0,,YPDN
312,60.0,25-325Y-1 BY120-D6,TFCN_25-325Y-1,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,96.0,30.0,,YPDN
313,61.0,152A-6 BY32-D2,TFCN_152A-6,Rhodotorula toruloides,China,marsh_tidalflat,353.0,1.0,4.0,20.0,30.0,,YPDN
314,62.0,17-338D-3 BY116-B5,TFCN_17-338D-3,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,47.0,30.0,,YPDN
315,63.0,17-0-2E390-2 BY126-C7,TFCN_17-0-2E390-2,Rhodotorula mucilaginosa,China,,353.0,1.0,4.0,6.0,30.0,,YPDN
316,64.0,140A-3 BY30-G2,TFCN_140A-3,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,89.0,30.0,,YPDN
317,65.0,223D-8 BY35-B9,TFCN_223A-8,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,24.0,30.0,,YPDN
318,66.0,209-6-5 BY43-A1,TFCN_209-6-5,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,68.0,30.0,,YPDN
319,67.0,17-333P-6 BY118-E1,TFCN_17-333P-6,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,53.0,30.0,,YPDN
320,68.0,17-325D-2 BY116-B4,TFCN_17-325D-2,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,84.0,30.0,,YPDN
321,69.0,17-325P-1 BY117-E2,TFCN_17-325P-1,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,76.0,30.0,,YPDN
322,71.0,7W-292-3 BY53-A7,TFCN_7W-292-3,Rhodotorula dairenensis,China,marsh_tidalflat,353.0,1.0,4.0,61.0,30.0,,YPDN
323,72.0,89D-3 BY32-I5,TFCN_89D-3,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,74.0,30.0,,YPDN
324,73.0,138A-1 BY31-C1,TFCN_138A-1,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,43.0,30.0,,YPDN
325,74.0,209-6-17 BY43-D2,TFCN_209-6-17,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,19.0,30.0,,YPDN
326,75.0,137D-4 BY30-H6,TFCN_137D-4,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,51.0,30.0,,YPDN
327,76.0,25-337Y-1 BY118-I8,TFCN_25-337Y-1,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,66.0,30.0,,YPDN
328,77.0,209-6-2 BY42-G9,TFCN_209-6-2,Rhodotorula mucilaginosa,China,,353.0,1.0,4.0,81.0,30.0,,YPDN
329,78.0,25-332P-2 BY119-B2,TFCN_25-332P-2,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,25.0,30.0,,YPDN
330,79.0,98C-7,TFCN_98C-7,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,46.0,30.0,,YPDN
331,80.0,1B-1-2,TFCN_1B-1-2,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,73.0,30.0,,YPDN
332,81.0,98C-5,TFCN_98C-5,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,69.0,30.0,,YPDN
333,83.0,152A-2 BY32-I1,TFCN_152A-2,Rhodotorula mucilaginosa,China,marsh_tidalflat,353.0,1.0,4.0,23.0,30.0,,YPDN
334,84.0,43A-22,TFCN_43A-0-22,Rhodotorula paludigena,China,marsh_tidalflat,353.0,1.0,4.0,93.0,30.0,,YPDN
335,85.0,48A-3,TFCN_48A-3,Rhodotorula paludigena,China,marsh_tidalflat,353.0,1.0,4.0,57.0,30.0,,YPDN
336,86.0,25-333Y-10 BY120-D8,TFCN_25-333Y-10,Rhodotorula mucilaginosa,China,,353.0,1.0,4.0,62.0,30.0,,YPDN
337,88.0,152C-3 BY32-D3,TFCN_152C-3,Rhodotorula toruloides,China,,355.0,2.0,1.0,2.0,30.0,,YPDN
338,89.0,4M-1-5 BY8-G4,TFCN_4M-1-5,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,1.0,3.0,30.0,,YPDN
339,91.0,25-335P-1 BY120-A5,TFCN_25-335P-1,Rhodotorula diobovata,China,marsh_tidalflat,355.0,2.0,1.0,4.0,30.0,,YPDN
340,92.0,S22D-1  BY38-D8,TFCN_S22D-1,Rhodotorula taiwanensis,China,marsh_tidalflat,355.0,2.0,1.0,5.0,30.0,,YPDN
341,93.0,48D-10,TFCN_48D-10,Rhodotorula paludigena,China,marsh_tidalflat,355.0,2.0,1.0,6.0,30.0,,YPDN
342,94.0,48D-4,TFCN_48D-4,Rhodotorula paludigena,China,marsh_tidalflat,355.0,2.0,1.0,7.0,30.0,,YPDN
343,95.0,86A-3 BY34-G6,TFCN_86A-3,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,1.0,8.0,30.0,,YPDN
